,video_file,start_tone,middle_tone,end_tone,Transition_val,social_message
1878,eLhLqDUwPok.mp4,positive,positive,positive,No transition,No
1879,c-PfqVlBUuQ.mkv,positive,positive,positive,No transition,No
1880,KZEZ4-KxuL0.webm,neutral,neutral,positive,Transition,No
1881,WF_HqZrrx0c.mkv,positive,positive,positive,No transition,No
1882,N-rgqDhnLoU.mp4,positive,positive,positive,No transition,No
1883,HKV0QuQsonk.mp4,positive,negative,positive,Transition,No
1884,WREXBUZBrS8.mkv,positive,positive,positive,No transition,Yes
1885,ALaqqMY2m0k.webm,positive,positive,positive,No transition,No
1886,DG6fhub9HDQ.mkv,positive,positive,positive,No transition,No
1887,W-2MXzendwA.mkv,neutral,neutral,neutral,No transition,No
1888,fLCEd8xk1BE.mkv,positive,positive,positive,No transition,No
1889,9sz6xhPkGJ4.mp4,positive,positive,positive,No transition,No
1890,sAhHHpzXOI8.mkv,positive,positive,positive,No transition,No
1891,cO7iCbtlcIc.mkv,positive,positive,positive,No transition,No
1892,XQ-NXWecM94.mkv,positive,positive,positive,No transition,No
1893,oAYn2lwc3Yo.mp4,positive,positive,positive,No transition,No
1894,dcTjsBMIRU0.mkv,positive,positive,positive,No transition,No
1895,Bnb5iX9aunc.mkv,negative,positive,positive,Transition,No
1896,moWeryJjRNM.mkv,positive,positive,positive,No transition,No
1897,tbTHevlbdqQ.mkv,positive,positive,positive,No transition,No
1898,lk2B8988ws0.webm,positive,negative,positive,Transition,No
1899,SEkGHaD7ldk.mp4,neutral,neutral,neutral,No transition,No
1900,_Zgi2KNtWVY.mkv,positive,positive,positive,No transition,No
1901,43_vQdp2k_o.webm,positive,positive,positive,No transition,No
1902,Lu8To4CwPfg.mkv,negative,neutral,positive,Transition,No
1903,Y9yX02HwMVo.mkv,positive,positive,positive,No transition,No
1904,rFq7M1vUIgU.mp4,positive,positive,positive,No transition,No
1905,1z-36uCr9XI.mkv,positive,positive,positive,No transition,No
1906,51t7y5UyVaE.mkv,positive,positive,positive,No transition,No
1907,EgmNEgIFBTQ.mp4,positive,positive,positive,No transition,No
1908,r-2Hq9QNmVE.mkv,positive,positive,positive,No transition,No
1909,_G-PTQ2OWe4.mkv,neutral,positive,positive,Transition,No
1910,N6h1SMjQEog.mp4,positive,positive,positive,No transition,No
1911,nyOfJTi0jFw.mp4,positive,positive,positive,No transition,Yes
1912,3wdaADBIoH8.mkv,positive,positive,positive,No transition,No
1913,XG0_olXLkKg.mkv,neutral,positive,positive,Transition,No
1914,4hnBp7x2QAE.mp4,negative,positive,positive,Transition,No
1915,yeL--HO5-EM.mkv,neutral,neutral,neutral,No transition,No
1916,uHskC7JRL9M.mkv,negative,negative,negative,No transition,No
1917,_T5FcBB9GIw.mkv,positive,positive,positive,No transition,No
1918,e8374g64kCE.mkv,positive,positive,positive,No transition,No
1919,DoXRMooXv0c.mkv,negative,negative,negative,No transition,No
1920,iQuTPEYg2ow.mp4,neutral,neutral,neutral,No transition,No
1921,F-z_WSTjr7c.mp4,positive,positive,positive,No transition,No
1922,sxlyWieYZsE.mp4,positive,positive,positive,No transition,No
1923,D9_WzE28IwE.mkv,positive,positive,positive,No transition,No
1924,8EtGkNVD320.mkv,positive,negative,neutral,Transition,No
1925,baicgyq5UQo.mp4,neutral,positive,positive,Transition,No
1926,fOUilxJWm24.mp4,positive,positive,positive,No transition,No
1927,7N9HoLhZGsU.mkv,positive,positive,positive,No transition,No
1928,M7-KYW_FgqM.mkv,positive,positive,positive,No transition,No
1929,ueDjWG29Kwc.mp4,positive,positive,positive,No transition,No
1930,oddWuCHBmzA.mkv,positive,positive,positive,No transition,No
1931,IwrstxuicZk.mkv,positive,neutral,neutral,Transition,No
1932,kcrO-lf345o.webm,positive,positive,positive,No transition,No
1933,jUnG9FOmbqo.mp4,positive,positive,positive,No transition,No
1934,7pOoSe2K5DU.mp4,positive,negative,positive,Transition,No
1935,9Mj3mvkIyg8.webm,positive,positive,positive,No transition,No
1936,y7ROJjWS2L0.mp4,positive,positive,positive,No transition,No
1937,hInnyzLGS2I.webm,positive,positive,positive,No transition,No
1938,gcbLmoYWMiU.mkv,negative,negative,positive,Transition,No
1939,3vaDzDzRH_c.mp4,negative,negative,positive,Transition,No
1940,LJ2iH57Fs3M.mkv,negative,negative,negative,No transition,No
1941,intua_p4kE0.webm,positive,positive,positive,No transition,No
1942,OAlyHUWjNjE.mkv,negative,neutral,positive,Transition,No
1943,47cAxRX3aDg.mkv,negative,negative,positive,Transition,No
1944,iN9hRCxwxBQ.mkv,positive,positive,positive,No transition,No
1945,tpD4ZPamt68.mkv,negative,negative,positive,Transition,No
1946,Uj6G1C6c0uw.mkv,negative,neutral,neutral,Transition,No
1947,A-taWymx1WI.mkv,negative,negative,negative,No transition,No
1948,tZGNqFGIpiw.mp4,positive,positive,positive,No transition,No
1949,qjKMAolOf6E.mp4,positive,positive,positive,No transition,No
1950,y5Aj3mEvCa4.mkv,positive,positive,positive,No transition,No
1951,cDkZqT9IvYE.mkv,positive,positive,negative,Transition,No
1952,w-lOJDXt7ag.mkv,positive,positive,positive,No transition,No
1953,Ggg0bsUfLBk.mkv,positive,positive,positive,No transition,No
1954,mucuLrWHGqc.mkv,positive,positive,positive,No transition,No
1955,qq0ar8_9FSM.mp4,neutral,neutral,positive,Transition,No
1956,L7bHdo2DJHY.mp4,neutral,neutral,neutral,No transition,No
1957,DyMtcblMXfM.mkv,neutral,positive,positive,Transition,No
1958,ZDVkPARmDkY.mkv,positive,positive,positive,No transition,No
1959,h5LR-IZbbc0.mp4,positive,positive,positive,No transition,No
1960,EC9j6Wfdq3o.mp4,neutral,neutral,neutral,No transition,No
1961,yw0UF606mqg.mkv,positive,positive,positive,No transition,No
1962,ZjNRXfRXnoc.mp4,neutral,neutral,positive,Transition,No
1963,99iAONlvpbw.mkv,positive,positive,positive,No transition,No
1964,Yqz3eT_fzVY.mkv,positive,positive,positive,No transition,No
1965,LSZPNwZex9s.mkv,neutral,positive,positive,Transition,No
1966,oIFlHYXjcIU.mkv,neutral,positive,positive,Transition,No
1967,LhGJvGhIzaw.mp4,positive,neutral,positive,Transition,No
1968,__kJ7HsL10Y.mkv,positive,neutral,positive,Transition,No
1969,jqDrvC3E9kw.mkv,positive,positive,positive,No transition,No
1970,6kYqjTA_VEg.mp4,negative,negative,positive,Transition,Yes
1971,c6PPa6sg20E.mp4,positive,negative,positive,Transition,No
1972,FtnESCiZRnw.mp4,negative,positive,positive,Transition,No
1973,qdHd735ZGg4.webm,positive,negative,positive,Transition,No
1974,rfTDkbIfMvA.mkv,positive,positive,positive,No transition,No
1975,dUig9IAwggM.mkv,neutral,negative,positive,Transition,No
1976,7nr-irGW9bw.mkv,positive,positive,positive,No transition,No
1977,pEoZbXB78NI.mp4,positive,positive,positive,No transition,No
1978,vQt2NRT5yP4.webm,positive,positive,positive,No transition,No
1979,HbJHkwHZCCM.mp4,neutral,negative,positive,Transition,No
1980,zN1id2dmH3o.mkv,positive,positive,positive,No transition,No
1981,4HGR2_uN-f0.mkv,positive,positive,positive,No transition,No
1982,bK4ks_2CxxU.webm,positive,positive,positive,No transition,No
1983,J7QKeV2-ghk.mkv,neutral,negative,neutral,Transition,No
1984,solPCNc_0Ww.mkv,positive,neutral,positive,Transition,No
1985,xqbebWU-0TI.mkv,positive,positive,positive,No transition,No
1986,7Bbasf7qWxo.mkv,positive,positive,positive,No transition,No
1987,"506076.mp4
",neutral,positive,positive,Transition,No
1988,"sonos_explosions.mp4
",positive,positive,positive,No transition,No
1989,"svedka_bloody_mary_oracle_2.mkv
",neutral,neutral,positive,Transition,No
1990,"motorola_the_maker.mp4
",positive,positive,positive,No transition,No
1991,"intuit_naye_zamaane_ka_accounting_software.webm
",positive,negative,positive,Transition,No
1992,"lg_cactus.webm
",neutral,positive,positive,Transition,No
1993,"google_heymom_thank_you.mkv
",neutral,neutral,positive,Transition,No
1994,"vodacom_phone_whisperer.mp4
",positive,positive,positive,No transition,No
1995,"vodafone_office_romance.mp4
",positive,positive,positive,No transition,No
1996,"koodo_fire.mkv
",neutral,negative,positive,Transition,No
1997,"setapp_how_to_get_the_best_apps_for_your_mac.mkv
",neutral,positive,positive,Transition,No
1998,"pyramid_brewing_find_your_pyramid_ziplining.mkv
",positive,positive,neutral,Transition,No
1999,"samsung_a_door_into_happiness.mkv
",positive,negative,positive,Transition,No
2000,"spotify_cake.mkv
",positive,positive,positive,No transition,No
2001,"airtel_monitoring_spirit.mp4
",positive,positive,positive,No transition,No
2002,"freedom_mobile_telco_rant.mp4
",neutral,negative,positive,Transition,No
2003,"pause_ljud_bild_listen_to_whatever_you_want.mkv
",positive,positive,positive,No transition,No
2004,"vodafone_piggy_sue.webm
",positive,positive,positive,No transition,No
2005,"ericsson_industry_in_transformation_drone_boss_3000.mkv
",neutral,neutral,positive,Transition,No
2006,"ing_the_rembrandt_tutorials.mp4
",positive,positive,positive,No transition,No
2007,"google_google_pay_first_day_of_work.mp4
",positive,positive,positive,No transition,No
2008,"mellanox_technologies_super_bowl.mp4
",negative,positive,positive,Transition,No
2009,"rise.mkv
",positive,positive,positive,No transition,No
2010,"boxer_tv_eeeeeeeeeeh.webm
",neutral,negative,positive,Transition,No
2011,"android_bus_stop.mkv
",neutral,neutral,positive,Transition,No
2012,"kirin_beer_first_press_photography.mkv
",positive,positive,positive,No transition,No
2013,"troybilt_overtested.mkv
",neutral,neutral,neutral,No transition,No
2014,"meteor_merry_hintmas_dog.mp4
",positive,positive,positive,No transition,No
2015,"neato_robotics_hippie_pinata.mkv
",positive,negative,positive,Transition,No
2016,"campari_frozen.mp4
",neutral,positive,positive,Transition,No
2017,"verizon_thanksgiving_moment.webm
",neutral,positive,positive,Transition,No
2018,"138861.mp4
",positive,positive,positive,No transition,No
2019,"koodo_fire_hose.mkv
",neutral,positive,negative,Transition,No
2020,"verizon_a_real_hum_review_by_cruiser10.mkv
",negative,positive,neutral,Transition,No
2021,"heineken_share_the_drama_the_chase.webm
",negative,neutral,positive,Transition,No
2022,"742407.mp4
",positive,negative,positive,Transition,No
2023,"tmobile_whats_for_dinner.webm
",positive,positive,positive,No transition,No
2024,"op_anderson_127_years_of_hard_work_in_a_cocktail.mp4
",positive,negative,negative,Transition,No
2025,"vina_santa_rita_decanted.mp4
",positive,positive,positive,No transition,No
2026,"pimento_totally_weird.mp4
",positive,negative,neutral,Transition,No
2027,"114.mp4
",neutral,positive,positive,Transition,No
2028,"1707.mp4
",positive,positive,positive,No transition,No
2029,"hahn_ultra_good_inside.mp4
",positive,positive,neutral,Transition,No
2030,"castle_lager_superfans.mp4
",positive,positive,positive,No transition,No
2031,"29263.mp4
",negative,positive,positive,Transition,No
2032,"ibm_watson_on_personalization.webm
",positive,positive,positive,No transition,No
2033,"guinness_munster.mp4
",neutral,positive,positive,Transition,No
2034,"element_electronics_analyze_this.mkv
",positive,positive,positive,No transition,No
2035,"microsoft_the_twin_challenge_office_35_vs_office_2019_which_one_will_win_excel.webm
",positive,positive,positive,No transition,No
2036,"carphone_warehouse_dubai.mkv
",positive,positive,positive,No transition,No
2037,"138892.mp4
",positive,positive,positive,No transition,No
2038,"506190.mp4
",positive,positive,positive,No transition,No
2039,"telenor_better_together.mp4
",positive,positive,positive,No transition,No
2040,"china_mobile_rejoice.mp4
",neutral,neutral,positive,Transition,No
2041,"casetify_real_cute_real_tough.mp4
",positive,positive,positive,No transition,No
2042,"glo_rhythm.mkv
",positive,positive,positive,No transition,No
2043,"canal_footclub.mp4
",positive,positive,positive,No transition,No
2044,"einstok_face_the_darkness.mp4
",negative,negative,positive,Transition,No
2045,"uppersafe_hideyourself_the_last_intrusion.webm
",positive,negative,positive,Transition,No
2046,"beats_by_dre_lebron_re_established.mkv
",positive,positive,positive,No transition,No
2047,"telkom_drive_thru.mp4
",neutral,negative,neutral,Transition,No
2048,"philips_the_silent_couple.mkv
",positive,positive,positive,No transition,Yes
2049,"digi_a_special_little_place.webm
",positive,positive,positive,No transition,No
2050,"spark_celebrate_family.mp4
",positive,positive,positive,No transition,No
2051,"att_the_face_of_distracted_driving_caleb.mkv
",neutral,neutral,negative,Transition,Yes
2052,"duvel_90_days.webm
",neutral,positive,neutral,Transition,No
2053,"cell_c_screwed.mkv
",positive,positive,positive,No transition,No
2054,"wix_chez_felix_part_2.mkv
",positive,negative,positive,Transition,No
2055,"acuity_connect.mp4
",positive,negative,negative,Transition,No
2056,"138956.mp4
",neutral,positive,positive,Transition,No
2057,"saic_redefining_tomorrow.mp4
",positive,positive,neutral,Transition,No
2058,"jack_daniels_fill_your_boots.mp4
",positive,positive,positive,No transition,No
2059,"google_100_billion_words.mkv
",positive,positive,positive,No transition,No
2060,"silknet_superman_vs_captain_america.mp4
",negative,negative,negative,No transition,No
2061,"general_electric_what_matters_is_her_grandsons_school_play.webm
",positive,positive,positive,No transition,No
2062,"beeline_fords_car.mkv
",negative,positive,positive,Transition,No
2063,"mobile_vikings_egbert.mkv
",positive,negative,negative,Transition,No
2064,"mts_baby.mkv
",negative,positive,positive,Transition,No
2065,"dish_christmas_special.mkv
",positive,positive,positive,No transition,No
2066,"sonos_playbar_gold.webm
",positive,positive,positive,No transition,No
2067,"skullcandy_james_harden.mp4
",positive,positive,positive,No transition,No
2068,"cupcake_vineyards_hostess.mp4
",positive,positive,positive,No transition,No
2069,"zte_business_cat.mkv
",positive,positive,positive,No transition,No
2070,"banglalink_banglalink_4g_feelslikenew.mkv
",positive,positive,positive,No transition,No
2071,"mobistar_a_christmas_love_story_girl.mkv
",positive,positive,negative,Transition,No
2072,"spotify_twisted_sister.mkv
",neutral,positive,positive,Transition,No
2073,"huawei_umbrella.mkv
",negative,positive,positive,Transition,No
2074,"mellanox_technologies_all_roads_equal_for_all.mkv
",positive,positive,positive,No transition,No
2075,"29874.mp4
",negative,negative,positive,Transition,No
2076,"google_homecoming.mkv
",neutral,positive,positive,Transition,No
2077,"hitachi_feel_the_next.mp4
",positive,positive,neutral,Transition,No
2078,"three_go_binge.mp4
",positive,positive,neutral,Transition,No
2079,"cheq_mr_reach.mp4
",positive,positive,positive,No transition,No
2080,"138795.mp4
",positive,neutral,negative,Transition,No
2081,"squarespace_alex_honnold_climbers_cut.mkv
",neutral,positive,positive,Transition,No
2082,"virgin_media_usain_bolt_arunninglegend.mkv
",positive,positive,positive,No transition,No
2083,"lenovo_massage.mkv
",negative,negative,neutral,Transition,No
2084,"29157.mp4
",positive,negative,negative,Transition,No
2085,"samsung_no_crisis.mkv
",positive,positive,positive,No transition,No
2086,"telenor_words_hurt_stop_cyberbullying.webm
",negative,negative,negative,No transition,No
2087,"asus_friendship_is_incredible.mp4
",neutral,neutral,positive,Transition,No
2088,"vimla_a_love_story.mp4
",positive,positive,positive,No transition,No
2089,"272.mp4
",neutral,neutral,neutral,No transition,No
2090,"claro_sailors.mp4
",positive,positive,positive,No transition,No
2091,"microsoft_they_look_alike_but_they_are_different.webm
",positive,positive,positive,No transition,No
2092,"canal_portatech.mkv
",negative,neutral,positive,Transition,No
2093,"tile_lost_panda.mkv
",negative,negative,positive,Transition,No
2094,"32577.mp4
",negative,positive,positive,Transition,No
2095,"29162.mp4
",negative,neutral,positive,Transition,No
2096,"743249.mp4
",positive,positive,positive,No transition,No
2097,"1617.mp4
",positive,positive,positive,No transition,No
2098,"57519.mp4
",positive,neutral,positive,Transition,No
2099,"vivo_reconnect.mp4
",positive,positive,positive,No transition,No
2100,"bodegas_arraez_vino_huha.mp4
",positive,negative,positive,Transition,No
2101,"samsung_duel.mp4
",neutral,neutral,positive,Transition,No
2102,"reyka_how_we_named_reyka_vodka.webm
",neutral,neutral,neutral,No transition,No
2103,"danone_yoto_toddlebox.mkv
",positive,positive,neutral,Transition,No
2104,"samsung_russell_westbrook_mvp.mkv
",negative,positive,positive,Transition,No
2105,"408704.mp4
",positive,positive,neutral,Transition,No
2106,"2degrees_broadband.webm
",neutral,neutral,neutral,No transition,No
2107,"271.mp4
",negative,positive,negative,Transition,No
2108,"microsoft_we_all_win.mkv
",positive,positive,positive,No transition,No
2109,"verizon_negotiation.mp4
",positive,positive,positive,No transition,No
2110,"tesco_mobile_friend_request.mp4
",negative,negative,negative,No transition,No
2111,"ibm_chef_watson_eats.webm
",neutral,positive,positive,Transition,No
2112,"aldimobile_pirate.mkv
",positive,negative,negative,Transition,No
2113,"apple_taylor_vs_treadmill.mkv
",positive,positive,positive,No transition,No
2114,"57191.mp4
",positive,positive,positive,No transition,No
2115,"foxtel_bus.mp4
",positive,negative,negative,Transition,No
2116,"55891.mp4
",neutral,negative,negative,Transition,No
2117,"4124.mp4
",neutral,negative,neutral,Transition,No
2118,"google_heygoogle_lets_go_to_the_movies.mp4
",positive,negative,positive,Transition,No
2119,"dos_equis_two_points.mp4
",positive,positive,positive,No transition,No
2120,"public_mobile_dance_club.mkv
",positive,positive,positive,No transition,No
2121,"samsung_dont_be_a_cyberbully.mp4
",negative,negative,positive,Transition,Yes
2122,"alcatel_idol_5_control_multimedia_with_the_now_key.mkv
",positive,positive,positive,No transition,No
2123,"wine_on_choose_wisely.mkv
",positive,positive,positive,No transition,No
2124,"tecate_domestic_violence.mp4
",positive,negative,positive,Transition,Yes
2125,"washmen_sick_baby.mp4
",positive,negative,neutral,Transition,No
2126,"dos_equis_noventa_y_cuatro_equis.mkv
",positive,positive,positive,No transition,No
2127,"samsung_samsung_galaxy_a7.mp4
",positive,positive,positive,No transition,No
2128,"farnham_ale_lager_bride.mp4
",negative,negative,positive,Transition,No
2129,"plusnet_broadband_that_loves_you_back.mkv
",negative,positive,positive,Transition,No
2130,"absolut_one_source.mkv
",negative,positive,negative,Transition,No
2131,"85729.mp4
",positive,positive,neutral,Transition,No
2132,"unitel_bring_your_closest_ones_closer.mp4
",neutral,neutral,positive,Transition,No
2133,"iwireless_regret.mkv
",negative,negative,negative,No transition,No
2134,"daikin_forget_me_not.webm
",neutral,positive,positive,Transition,No
2135,"samsung_samsung_youngsters_academy.mp4
",positive,positive,neutral,Transition,No
2136,"bosch_whos_the_bosch.mp4
",positive,positive,positive,No transition,No
2137,"cappasity_bring_your_business_into_the_future.webm
",neutral,positive,neutral,Transition,No
2138,"silknet_joker_vs_thomas.mp4
",negative,negative,negative,No transition,No
2139,"silknet_gandalf_vs_dracula_0.mp4
",positive,positive,positive,No transition,No
2140,"nvidia_titan_v.mkv
",positive,positive,positive,No transition,No
